Cr_SNR	Cr_FWHM	water_FWHM	residual_water_ampl	freqShift	relResA	relResdiff1
151.364505875452	5.57304109423966	6.0398597403308	28577533.9569535	-2.63558060531211	16.197034552579	5.00180083903212
116.465476954272	5.36847249312641	7.31547728786916	17214136.2458072	-4.39489582498108	8.29150787949604	3.11736797250086
118.74685432985	6.72253523731953	6.89435235370398	19096947.226962	-2.63683529410479	8.42132306898686	2.34600639468373
114.629826846892	5.49054482158185	6.03986122783186	31112582.1589032	-1.8628903569883	7.43647921363576	2.58307378665579
112.336798572559	6.63193632623838	8.14170152757755	80225295.1945218	-4.39471573650325	6.41857984314319	2.56101773762102
129.133091108065	5.73726570006523	5.79571999608793	37876559.7088709	-1.61106342654284	12.7678918937877	4.52740248500303
127.665820145469	5.60304254150821	6.28400122651557	65438113.0334277	-4.39344326885994	12.8393576958755	5.21997209863561
118.121055410635	5.36629777466066	6.93775955765209	38665220.9026437	-3.42149507686455	8.16263733163427	3.13852024965025
107.488959166603	5.18536806171271	4.69708679441052	17800975.6499052	-3.46264682428108	6.02872777625864	2.10670073223811
116.892317014847	6.52005598261382	6.40607139365463	39049139.7453662	-3.63976240430293	7.09843209817207	2.36901266973158
116.90305848723	5.67851105182731	7.41394842790698	47394562.6096815	-4.48607991040522	8.11436451393586	1.90274844904777
125.056092725483	6.60916775211056	6.28400564110535	36208037.0506665	-3.04238956909022	8.65131274659731	3.82602266602254
